Ticker,Sector,Shares Float,Gap %,Pre-market High,Pre-market Volume,Volume,Last,Open,High,Low,Change %,Change,Market Capitalization,Price to Earnings Ratio (TTM),Basic EPS (TTM),Number of Employees,Exponential Moving Average (20),Exponential Moving Average (200),Exponential Moving Average (30),Exponential Moving Average (5),Exponential Moving Average (50),1-Month High,1-Month Low,1-Year Beta,3-Month High,3-Month Low,3-Month Performance,52 Week High,52 Week Low,6-Month High,6-Month Low,6-Month Performance,All Time High,All Time Low,Average Day Range (14),Average Directional Index (14),Average True Range (14),Average Volume (10 day),Average Volume (30 day),Average Volume (60 day),Average Volume (90 day),Basic EPS (FY),Change 15m,"Change 15m, %",Change 1h,"Change 1h, %",Change 1m,"Change 1m, %",Change 4h,"Change 4h, %",Change 5m,"Change 5m, %",Change from Open,Change from Open %,Country,Enterprise Value (MRQ),Enterprise Value/EBITDA (TTM),Exchange,Exponential Moving Average (10),Exponential Moving Average (100),Industry,Momentum (10),Monthly Performance,Number of Shareholders,Pattern,Post-market Change,Post-market Change %,Post-market Close,Post-market High,Post-market Low,Post-market Open,Post-market Volume,Pre-market Change,Pre-market Change %,Pre-market Change from Open,Pre-market Change from Open %,Pre-market Close,Pre-market Gap %,Pre-market Low,Pre-market Open,Price to Book (FY),Price to Book (MRQ),Price to Free Cash Flow (TTM),Price to Revenue Ratio (TTM),Rate Of Change (9),Recent Earnings Date,Relative Volume,Revenue per Employee (TTM),Simple Moving Average (10),Simple Moving Average (100),Simple Moving Average (20),Simple Moving Average (200),Simple Moving Average (30),Simple Moving Average (5),Simple Moving Average (50),Volatility,Volatility Month,Volatility Week,Volume Weighted Average Price,Volume Weighted Moving Average (20),Volume*Price,Weekly Performance,YTD Performance,Yearly Performance,Upcoming Earnings Date
HTBX,Health Technology,155340420.798,1.81818182,1.12,127087,6024485,1.14,1.12,1.1793,1.1,3.63636364,0.04,182224439.99999997,,-0.3219,36,1.0804089,1.10096089,1.11201618,1.06638877,1.16730944,1.27,0.925,0.07626228,1.52,0.88,-14.92537313,4.3,0.195,4.3,0.7,24.44056326,152.9,0.195,0.07057143,28.80094466,0.08049945,5745677.5,4747094.53333333,7457946.01666667,12624915.44444445,-0.6015,0,0,-0.01,-0.87719298,-0.01,-0.87719298,0.0015,0.13291981,-0.01,-0.87719298,0.02,1.78571429,United States,62212500,,NASDAQ,1.05584157,1.19606983,Biotechnology,0.1,-4.20168067,47,,0.01,0.87719298,1.15,1.15,1.13,1.14,9699,0.01,0.90909091,-0.01,-0.89285714,1.11,1.81818182,1.08,1.12,2.73843013,1.60198,,36.39632859,7.54716981,2020-11-10,1.09538136,84697.33333333,1.037,1.445857,1.07925,1.046766,1.1165,1.04,1.183,7.20909091,6.99212966,9.0739112,1.13976667,1.07643579,6867912.9,11.76470588,140,137.5,2021-03-03
VIZSF,Non-Energy Minerals,24696394.61,1.81818182,,,56971,1.12,1.12,1.12,1.0853,1.81818182,0.02,33728576,,-0.11168346,,1.14209441,0.8971941,1.16124163,1.10015173,1.1857063,1.3627,1.01049,1.367728,1.48,1.0071,-20,2.1399,0.1645,2.1399,0.29,229.41176471,2.1399,0.1645,0.08355357,14.51792663,0.08810603,83782.4,96461.03333333,130832.01666667,172673.43333333,-0.07746859,0.01,0.9009009,0.01,0.9009009,0.00341,0.3053941,0.02,1.81818182,0.00341,0.3053941,0,0,Canada,36370586.039567,,OTC,1.11615095,1.14833702,Other Metals/Minerals,-0.14,3.7037037,,"Dragonfly Doji, Long Lower Shadow",,,,,,,,,,,,,,,,9.47500775,5.11265,,,-8.19672131,2020-09-29,0.65605769,,1.112779,1.36251527,1.1498845,0.86590361,1.15367967,1.086658,1.1849378,3.19727264,7.5488892,6.64223092,1.10843333,1.16326664,63807.52,5.22360015,96.49122807,226.43544156,
CRHM,Health Services,69505941.75140001,1.81818182,2.88,1929,147913,2.91,2.8,2.98,2.8,5.81818182,0.16,207812121,,-0.05929253,395,2.51296388,2.42867822,2.44075474,2.74987029,2.3758171,2.98,1.945,2.627359,2.98,1.945,19.75308642,4.4342,0.859949,2.98,1.87,50.77720207,9.25,0.256,0.13992857,36.60095867,0.13667135,94474.3,83713.76666667,63282.65,81461.31111111,0.05398111,0.03,1.03092784,0.01,0.34129693,0.01,0.34129693,0.18,6.52173913,0.01,0.34129693,0.11,3.92857143,Canada,277361781.7705409,6.97402,NYSE ARCA,2.64683514,2.3418362,Medical/Nursing Services,0.59,48.46938776,,,,,,,,,,0.13,4.72727273,0.02,0.6993007,2.88,4,2.84,2.86,2.58030759,2.13186,5.57252,1.96621701,17.81376518,2020-11-12,1.77216449,311858.35430716,2.641,2.3325,2.4385,2.264997,2.345,2.72,2.2872,8.21428571,6.16856265,4.58491556,2.89666667,2.47298544,430426.83,12.79069767,-16.13832853,-5.82524272,2021-02-25
EEMO,Miscellaneous,,1.81396579,,,4291,18.1081,18.09,18.1799,18.081,1.91583604,0.3404,,,,,17.4767523,15.76163355,17.25865874,17.90309145,16.9074893,18.22,16.33,0.9276644,18.22,15.36,11.60960276,18.22,10.03,18.22,13.0683,41.29181264,25.522,10.03,0.136,21.72698801,0.26814402,48381.7,18458.23333333,9833.15,7495.2,,0.0109,0.06009152,-0.03,-0.16501741,0.0109,0.06009152,0.4299,2.42607223,0.0109,0.06009152,0.0181,0.10005528,United States,,,NYSE ARCA,17.74682967,16.25568756,Investment Trusts/Mutual Funds,1.0206,10.34795856,,,,,,,,,,,,,,,,,,,,,,2.93957137,,0.08923521,,17.77093,16.243702,17.43269,14.762862,17.16266333,17.92042,16.759772,2.27974116,0.74875896,0.67232089,18.123,17.52019007,77701.8571,2.89043945,2.13254371,8.60863202,
PLUUF,Non-Energy Minerals,70775626.91999999,1.80952381,,,151000,0.2283,0.2138,0.2284,0.2138,8.71428571,0.0183,23949811.5,,-0.04654919,,0.18009903,0.21124625,0.18048515,0.1996747,0.18559927,0.2284,0.149,1.1653283,0.2639,0.149,-5.42667771,0.2784,0.0802,0.2784,0.144,11.91176471,1.27,0.0802,0.01296864,14.57650389,0.01703653,72542.6,52568.83333333,57905.78333333,56678.78888889,-0.06956193,0,0,0,0,0,0,0.0183,8.71428571,0,0,0.0145,6.78203929,Canada,16025917.76798825,,OTC,0.18703154,0.1934796,Other Metals/Minerals,0.0734,38.36363636,,,,,,,,,,,,,,,,,,57.32783505,59.633,,,34.29411765,2020-09-01,2.4329685,,0.179615,0.20582104,0.174406,0.19528944,0.1733704,0.19197,0.18374624,8.60617399,8.24058882,9.52012787,0.2235,0.18821758,34473.3,33.78259596,21.53960818,29.88638497,2020-12-02
TRIB,Health Technology,,1.80878553,3.85,4588,532708,4.42,3.94,4.46,3.9387,14.2118863,0.55,92385500,14.0880961,0.3478,,3.17976416,2.17546631,3.00974771,3.80849289,2.79656307,4.46,2.54,-0.07727688,4.46,1.68,146.9273743,4.46,0.561,4.46,1.25,211.26760563,30.375,0.561,0.37194286,25.97194693,0.33785981,755456.5,430015.53333333,338351.28333333,475530.72222222,-1.3831,-0.23,-5.20361991,-0.23,-5.20361991,-0.23,-5.20361991,-0.23,-5.20361991,-0.23,-5.20361991,0.48,12.18274112,Ireland,116322000,12.6743,NASDAQ,3.4741318,2.49374037,Medical Specialties,1.57,63.099631,,,,,,,,,,-0.1,-2.58397933,-0.08,-2.07792208,3.77,-0.51679587,3.77,3.85,17.16262362,5.97103,,1.11705958,46.35761589,2020-11-17,0.74675649,,3.294,2.49055,3.0775,1.94226393,2.95966667,3.702,2.6401,14.97956178,10.94771988,13.45729906,4.2729,3.28874809,2354569.36,63.099631,327.71434101,337.62376238,2021-03-10
MOMO,Technology Services,168514691.1822,1.80722892,15.24,66608,3433225,15.12,15.21,15.27,14.9,1.20481928,0.18,2548080000,8.08179163,2.0106,2350,15.12874566,20.01013062,15.15162367,15.08956413,15.44508397,16.48,14.205,0.8579878,21.104,13.33,-28.64558754,40.87,13.33,22.045,13.33,-24.36218109,54.24,6.72,0.6775,17.74554019,0.66875927,3124401.3,3438480.56666667,3812676.43333333,3461295.48888889,2.0705,0.02,0.1320132,0.0201,0.13267414,0,0,0.06,0.39708802,-0.02,-0.13166557,-0.09,-0.59171598,China,2951640000,11.9232,NASDAQ,15.14174687,16.81240456,Information Technology Services,-0.14,-0.26385224,,,0.06,0.3968254,15.18,15.18,15.1,15.18,2860,0.29,1.94109772,0.23,1.53333333,15.23,0.40160643,14.99,15,1.60476919,1.85678,11.9093,1.43191263,-4.72589792,2020-09-03,1.07416392,1047845.97792327,15.283,16.79425,15.1085,19.635275,15.03233333,15.054,14.8134,2.48322148,4.61080418,3.16159015,15.09666667,15.13438303,51910362,-0.78740157,-54.86567164,-59.60459524,2020-11-30
IVA,Health Technology,37337349.766652,1.80560891,,,4600,12.95,13.25,13.25,12.715,-0.49942374,-0.065,497003000,,,88,13.25738157,,13.15478606,13.19745446,12.90189665,14.4,11.35,1.0636599,14.8999,11.06,7.91666667,15.95,9.01,15.95,9.01,,15.95,9.01,0.73435,15.90409767,0.75710071,44260.2,30397.13333333,27916.08333333,36295.58888889,-1.438,-0.25,-1.89393939,-0.25,-1.89393939,-0.05,-0.38461538,-0.065,-0.49942374,0.18,1.40955364,-0.3,-2.26415094,France,,,NASDAQ,13.29284455,,Biotechnology,-0.075,14.01655221,,,,,,,,,,,,,,,,,,7.50135445,,,,-6.7674586,2020-11-12,0.09480939,89005.70351443,13.5045,,13.268,,13.2546,13.269,12.89036,4.20762878,6.24852634,4.52767334,12.97166667,13.45705384,59570,-1.9682059,,,2021-03-29
ASO,Retail Trade,20357807.1108,1.79640719,17.1,1849,638295,16.58,17,17.42,16.38,-0.71856287,-0.12,1460749397.9999998,,,21000,15.91054924,,15.39561056,16.4487424,,18.069,14.32,1.1624455,18.069,12.05,,18.069,12.05,18.069,12.05,,18.069,12.05,1.00026429,36.61244362,0.88244371,927313.7,806351.06666667,,,1.3272,0.21,1.26658625,0.21,1.26658625,0.21,1.26658625,0.14,0.84084084,0.21,1.26658625,-0.42,-2.47058824,United States,,,NASDAQ,16.27101002,,Specialty Stores,0.33,14.8199446,,,,,,,,,,0.3,1.79640719,0.05,0.29498525,17,1.49700599,16.905,16.95,1.52846981,,,,-0.53989202,2020-09-09,0.71401652,229995.0952381,16.176,,16.117,,15.58633333,16.42,,6.34920635,5.69302991,5.31077289,16.79333333,16.11840929,10582931.1,8.79265092,,,2020-12-10
ENLV,Health Technology,7620349.2344,1.79425837,,,81616,8.62,8.51,8.95,8.4,3.11004785,0.26,116057955.99999999,,-0.7312,,9.41262117,8.24728353,9.63315045,8.50720815,9.39059407,12.4,7.9238,0.7196228,15,4.58,61.12149533,16.94,3.59,15,4.49,60.52141527,264,3.59,0.52687143,27.69414052,0.74955701,128789.2,170535.56666667,1183431.7,808643.1,-1.0849,-0.24,-2.67260579,-0.24,-2.67260579,-0.24,-2.67260579,-0.24,-2.67260579,-0.24,-2.67260579,0.11,1.29259694,Israel,50336800,,NASDAQ,8.77812752,8.45251949,Medical Specialties,-0.93,-23.91879965,74,,0.12,1.39211137,8.74,8.74,8.74,8.74,700,,,,,,,,,7.65764115,2.80623,,,-7.11206897,2020-10-30,0.63245174,,8.567,7.6506,9.671,6.6420795,10.67966667,8.424,10.0506,7.02380952,6.49644862,4.61620582,8.65666667,9.62115558,703529.92,2.61904762,2.72421765,-0.69124424,2021-02-26
SDP,Miscellaneous,,1.79372197,,,9541,9.2138,9.08,9.2599,9.08,3.29372197,0.2938,,,,,9.15938457,11.67024641,9.3152567,9.10059507,9.65043936,10.1,8.34,-2.1268027,11.99,8.34,-18.46916202,25.34,8.34,13.29,8.34,-18.09955556,1711.32,8.34,0.24889286,19.45049871,0.30866485,36573.7,28009.36666667,21777.13333333,15700.01111111,,-0.0799,-0.86286029,-0.0799,-0.86286029,-0.0046,-0.05008384,0.26,2.91479821,-0.0799,-0.86286029,0.1338,1.47356828,United States,,,NYSE ARCA,9.080144,10.38881088,Investment Trusts/Mutual Funds,0.3014,-4.12278876,,,,,,,,,,,,,,,,,,,,,,6.33352568,,0.25790599,,9.01371,10.425876,9.10351,11.9359855,9.21497667,9.13876,9.769714,3.74339207,2.7957357,2.10633085,9.18456667,8.95648433,87908.8658,-1.2454448,-36.98285355,-40.93415047,
WVE,Health Technology,32378516.04330001,1.79153094,,,276597,9.26,9.375,9.5,9.19,0.54288817,0.05,340107762,,-5.045,301,8.48402228,11.30559334,8.55432408,9.0378461,8.9095047,9.55,6.76,-0.88888496,19.98,6.76,-25.80128205,39.98,6.61,19.98,6.76,-7.30730731,56,6.61,0.57364286,22.7948922,0.59480683,726468.5,762427.16666667,1224531.13333333,1067952.45555556,-5.7177,0,0,-0.08,-0.85653105,0,0,0.05,0.54288817,0,0,-0.115,-1.22666667,Singapore,147388000,,NASDAQ,8.74413337,9.55295748,Biotechnology,1.36,23.96251673,12,,,,,,,,,,,,,,,,,4.96263208,3.82525,,27.10036072,14.6039604,2020-11-09,0.35861827,53099.66777409,8.736,9.8826,8.058,9.631175,8.0525,9.028,8.8672,3.37323177,7.10075515,5.61731529,9.31666667,7.96746491,2561288.22,5.58722919,15.53337492,-72.06636501,2021-03-15
WTT,Electronic Technology,19993678.1,1.79100631,,,12553,1.58,1.58,1.58,1.5401,1.79100631,0.0278,34278100,,-0.109,154,1.49054665,1.29567971,1.46654722,1.54956249,1.4285054,1.62,1.33,1.0946237,1.62,1.21,20.61068702,1.69,0.71,1.69,0.9,46.2962963,16.75,0.13,0.06015714,27.61261999,0.06057178,36454.5,21417.66666667,19898.16666667,27514.45555556,-0.0196,0,0,0,0,0.0001,0.0062897,0.01,0.63291139,0.0001,0.0062897,0,0,United States,38986100,72.139,NYSE ARCA,1.526264,1.35070367,Telecommunications Equipment,0.12,18.4940753,364,"Dragonfly Doji, Long Lower Shadow",,,,,,,,,,,,,,,,1.01135675,0.976645,,0.78390182,6.75675676,2020-11-13,0.34604814,317668.83116883,1.52338,1.340836,1.475025,1.16536183,1.43984,1.54376,1.431044,2.59074086,3.71245917,4.27804234,1.5667,1.52510273,19833.74,-2.4691358,10.48951049,17.03703704,2021-03-24
SBFG,Finance,6866765.3988,1.79071069,,,8703,17.555,18.19,18.19,17.555,-1.76273083,-0.315,132484074,10.62615211,1.7358,252,17.37999943,15.62251306,16.92017417,17.96582477,16.27147698,19.01,14.46,1.1785781,19.01,12.015,21.23618785,20.49,9.02,19.01,12.015,12.17252396,20.75,2.33,0.99017143,19.96417833,0.84232732,20611.4,19102.9,15101.06666667,13776.94444444,1.7048,-0.105,-0.59456399,-0.105,-0.59456399,-0.105,-0.59456399,-0.335,-1.8725545,-0.105,-0.59456399,-0.635,-3.49092908,United States,46997400,,NASDAQ,17.87887998,15.6271498,Financial Conglomerates,0.255,14.51402479,1257,Marubozu Black,,,,,,,,,,,,,,,,1.01932148,0.723548,15.9055,1.93562617,-1.54234436,2020-10-29,0.40300249,245456.34920635,18.1235,14.80855,17.24325,15.0889065,16.7225,18.177,15.7613,3.61720308,4.97708978,5.65708309,17.76666667,17.49350694,152781.165,-1.9273743,-10.84306755,-4.25415871,2021-01-28
TRIT,Technology Services,23250591.7812,1.78875639,11.86,100,131072,11.9,11.95,12,11.78,1.36286201,0.16,309173900,250.21097046,0.0474,3,,,,11.92089438,,12.37,11.5,0.21222296,12.37,11.5,,12.37,11.5,12.37,11.5,,12.37,11.5,,,,475643.4,,,,0.0407,0,0,0.02,0.16764459,0,0,0.08,0.67396799,0,0,-0.05,-0.41841004,Singapore,334544000,,NASDAQ,11.96723967,,Data Processing Services,-0.27,,1,,,,,,,,,0.12,1.02214651,0,0,11.86,1.02214651,11.86,11.86,1.24997365,1.08924,,,-3.6437247,2020-11-09,0.24483907,0,11.996,,,,,11.954,,2.20713073,,3.54009465,11.89333333,,1559756.8,-3.17331164,,,2021-03-03
EDTK,Technology Services,5754900,1.78571429,3.15,100,41364,3.16,3.42,3.42,3.15,-5.95238095,-0.2,37920000,,,,3.06530746,,3.0847179,3.15424061,3.21989215,3.45,2.76,0.79584664,4.33,2.76,-26.1682243,6.75,2.76,6.75,2.76,,6.75,2.76,0.201,21.58693264,0.20846322,40456.1,39798.7,90054.2,139960.62222222,1.1084,0,0,-0.085,-2.61941448,0,0,-0.16,-4.81927711,0,0,-0.26,-7.60233918,China,,,NASDAQ,3.09805772,,Internet Software/Services,0.057,6.04026846,,,,,,,,,,-0.21,-6.25,0,0,3.15,-6.25,3.15,3.15,1.08456719,,,,1.93548387,2020-08-18,0.6744387,,3.086,,2.99265,,3.06233333,3.128,3.059018,8.57142857,6.01375686,6.43201301,3.24333333,3.04801941,130710.24,4.63576159,,,
ARMP,Health Technology,8692680.5238,1.78117048,,,13644,3.17,3.2,3.2,3.12,0.82697201,0.026,59285023,,-1.5349,38,3.26765512,3.531992,3.2839486,3.16668722,3.30654239,3.9881,3.021,0.59776723,3.9881,2.84,0.95541401,6.92,2.52,4.7,2.84,-15.91511936,1960000,2.1546,0.21868571,10.84285679,0.18960816,30678.5,17800,14949.68333333,15991.71111111,-2.4886,0.035,1.11642743,0,0,0,0,0.026,0.82697201,0.035,1.11642743,-0.03,-0.9375,United States,55828800,,NYSE ARCA,3.21669711,3.36879897,Biotechnology,-0.77,5.66666667,135,,,,,,,,,,,,,,,,,2.13781567,2.41901,,181.29362513,-13.1530643,2020-11-12,0.44627759,0,3.20741,3.403811,3.313135,3.4556865,3.32009,3.1448,3.268534,2.56410256,6.00295862,2.31168321,3.16333333,3.23695432,43251.48,0.95541401,-2.46153846,-27.62557078,2021-03-29
GIX,Finance,17494758.21,1.78041543,11.15,292700,2139932,10.25,10.29,10.3,10.145,1.38476756,0.14,228011250,,-0.0211,2,10.11773863,10.06805525,10.1239341,10.1551495,10.13684681,10.3,10.06,0.08743446,10.39,10.01,0.88582677,10.6,9.6,10.6,9.97,2.5,10.6,9.6,0.04194286,16.92586448,0.06450163,691404.7,300699.26666667,178998.53333333,140326.63333333,0.0165,0,0,0.02,0.19193858,-0.01,-0.09569378,0.02,0.19193858,-0.01,-0.09569378,-0.04,-0.38872692,United States,225464000,,NYSE,10.12723637,10.13476187,Financial Conglomerates,0.1724,1.78748759,5,,0.25,2.43902439,10.5,10.75,10.45,10.45,9808,0.18,1.78041543,-0.01,-0.09708738,10.29,1.8793274,10.12,10.3,1.28198951,1.29274,,,1.68650794,2020-11-13,4.36728214,0,10.11,10.183396,10.09188,10.0868045,10.11892,10.142,10.160964,1.87284377,0.47805602,0.76692241,10.23166667,10.16011135,21934303,1.68650794,3.01507538,4.16666667,
AGS,Producer Manufacturing,26848241.5544,1.77865613,,,185461,5,5.15,5.25,4.94,-1.18577075,-0.06,178829000,,-1.874,762,4.3109463,5.27826489,4.10994688,4.90073316,3.94111214,5.3,2.5,4.3465843,5.3,2.5,17.09601874,12.35,0.7011,6.08,2.5,0,32.8,0.7011,0.34119286,37.15675178,0.32427655,778219.5,545079.63333333,523587.86666667,441400.46666667,-0.3318,0.02,0.40160643,0.0172,0.34518744,0.02,0.40160643,-0.05,-0.99009901,0.02,0.40160643,-0.15,-2.91262136,United States,664153000,7.7073,NYSE,4.67251333,4.00919929,Industrial Conglomerates,0.83,64.47368421,5,,,,,,,,,,,,,,,,,1.3439932,1.98024,11.4374,0.91019281,14.67889908,2020-11-05,0.22778814,399887.13910761,4.698,3.7493,4.114,4.1269,3.79866667,4.872,3.712,6.27530364,8.58711424,7.86785064,5.06333333,4.34530956,927305,9.89010989,-58.77988458,-56.48389904,2021-03-10
DGLY,Electronic Technology,22912344.387,1.77865613,2.58,35721,2440955,2.51,2.575,2.67,2.38,-0.79051383,-0.02,67199477,,-0.4597,119,2.42314656,2.19785379,2.40691113,2.43296203,2.39322997,3.19,2.17,1.5315058,3.19,1.8,8.18965517,7.1,0.64005,7.1,1.38,27.41116751,91.28,0.64005,0.18632857,29.99522759,0.23804156,2175695.5,5665748.9,3954174.93333333,3255328.1,-0.8717,0.04,1.5936255,0.04,1.5936255,0,0,0.03,1.19047619,0,0,-0.065,-2.52427184,United States,51259500,,NASDAQ,2.42429472,2.35740457,Telecommunications Equipment,-0.02,0,135,,-0.01,-0.39840637,2.5,2.5399,2.5,2.5399,3907,0.05,1.97628458,0.05,1.97628458,2.58,0,2.5,2.53,,3.97806,,6.62620222,-0.3968254,2020-11-12,1.04399982,87742.55462185,2.402,2.4968,2.5135,2.07230675,2.404,2.376,2.3274,12.18487395,10.93176191,9.84531453,2.52,2.78226173,6126797.05,7.26495726,146.07843137,113.61702128,2021-03-29
PLG,Non-Energy Minerals,46495444.4274,1.77777778,2.28,22714,2300587,2.39,2.29,2.47,2.23,6.22222222,0.14,165512519,,-0.11896082,,2.07956562,1.88143541,2.05398889,2.27170958,2.03992506,2.49,1.7,1.6832303,2.6,1.7,5.75221239,2.98,0.8561,2.75,1.325,52.22929936,500,0.834,0.16937857,21.59881388,0.16708389,2462133.7,984579.1,890474.71666667,773789.62222222,-0.11965156,0.0006,0.02553191,0.0006,0.02553191,0.0006,0.02553191,0.0006,0.02553191,0.0006,0.02553191,0.1,4.36681223,Canada,205044706.24352428,,NYSE ARCA,2.1706023,1.98614765,Precious Metals,0.55,34.26966292,,,0.02,0.83682008,2.41,2.41,2.39,2.39,3650,0.02,0.88888889,0.02,0.88888889,2.27,0,2.18,2.25,,,,,31.31868132,2020-11-25,1.02339557,,2.12601,2.051351,1.988005,1.800823,1.98533667,2.29,2.038804,10.76233184,7.6917696,11.06534121,2.36333333,2.19575095,5498402.93,17.73399015,41.42011834,77.03703704,2021-01-14
CXBMF,Non-Energy Minerals,202677721.47,1.77514793,,,25372,1.72,1.72,1.7365,1.67,1.77514793,0.03,569142840,14.08245477,0.13086281,,1.72881867,1.23948828,1.70429734,1.6987281,1.6382404,2.15,1.13,1.474854,2.15,1.13,21.13529122,2.15,0.0001,2.15,0.845,60.74766355,6.08,0.0001,0.11894857,17.72747236,0.12946319,92000.5,86030.16666667,73147.3,83442.45555556,0.00894544,0.01,0.58479532,0,0,0.01,0.58479532,0.03,1.77514793,0.01,0.58479532,0,0,Canada,441271944.6004118,4.29881,OTC,1.72179914,1.47735559,Other Metals/Minerals,-0.13,7.5,,Long Lower Shadow,,,,,,,,,,,,,,,,3.58446736,2.2413,14.1161,2.79897249,-8.43904542,2020-11-04,0.25676939,,1.728423,1.4762004,1.774285,1.1257006,1.74622333,1.68314,1.617436,3.98203593,9.04505735,6.31007947,1.70883333,1.8064758,43639.84,1.17647059,136.26373626,191.52542373,2021-04-27
SCPE.U,Finance,17250000,1.76704598,,,200,11,11,11,11,1.76704598,0.191,248086000,,,,10.5039416,,10.46536034,10.72629989,10.43009183,11,9.76,0.08163627,11,9.76,6.28019324,11,9.76,11,9.76,,11,9.76,0.10464286,15.09138108,0.22102744,17174,34717.53333333,20549.81666667,27564.62222222,,0.191,1.76704598,0.191,1.76704598,0.191,1.76704598,0.191,1.76704598,0.191,1.76704598,0,0,Singapore,407861000,,NYSE,10.60360463,10.38745224,Financial Conglomerates,0.6,8.80316518,6,,,,,,,,,,,,,,,,,49.31563099,48.8411,,,5.76923077,,0.00811227,,10.5539,10.382758,10.40745,,10.41670333,10.6518,10.418206,1.73636364,0.74327267,2.60664792,11,10.10548252,2200,3.57815443,6.07521697,,
CRLBF,Process Industries,93116001.2,1.76322418,9.93,200,677352,10.29,10.1,10.29,9.93,3.67758186,0.365,2216671800,,-0.37694179,1400,8.7073195,6.30574492,8.30695351,9.66477275,7.74098147,10.29,6.735,1.5129681,10.29,5.33,49.55438896,10.29,1.94,10.29,3.9,114.375,14.39,1.94,0.42468571,36.47245317,0.44486624,1084880.5,816752.2,663265.71666667,671589.24444444,-0.37362637,0,0,0.2,1.98216056,-0.01,-0.09708738,0.365,3.67758186,-0.01,-0.09708738,0.19,1.88118812,United States,1629279431.031256,,OTC,9.25788657,6.88932129,Agricultural Commodities/Milling,1.8375,51.10132159,,,,,,,,,,0.005,0.05037783,0,0,9.93,0.05037783,9.93,9.93,7.0047861,2.12639,,5.91893551,19.65116279,2020-11-18,0.61978552,93944.44395277,9.179458,6.7006371,8.570954,5.31334225,8.13911653,9.477916,7.38173814,3.67573011,5.50307259,4.81490255,10.17,8.64514483,6969952.08,13.20132013,50.04499163,86.41304348,2021-04-28
VNTR,Process Industries,106299554.41,1.76211454,2.3001,480,331363,2.33,2.31,2.4,2.3,2.64317181,0.06,248708860,,-2.1384,4000,2.06099998,2.2307775,2.04076062,2.21446027,2.02441144,2.51,1.79,1.5806118,2.51,1.79,17.08542714,4.205,1.12,2.66,1.38,70.0729927,26.9,1.12,0.12457143,19.22554649,0.13290621,372230.4,209413.53333333,193502.58333333,250173.44444444,-1.6432,0.0201,0.87016754,-0.04,-1.68776371,0.0201,0.87016754,0.06,2.64317181,0.0201,0.87016754,0.02,0.86580087,United Kingdom,1002930000,6.68611,NYSE,2.1270951,2.01035658,Chemicals: Specialty,0.42,27.32240437,3,,0.16,6.86695279,2.49,2.49,2.49,2.49,350,0.03,1.3215859,-0.0001,-0.00434764,2.3,1.32599119,2.3,2.3001,0.36469964,0.314802,,0.12575753,17.67676768,2020-11-05,0.95626159,532500,2.086,1.98515,2.008,1.918375,2.00833333,2.192,2.0148,5.65217391,6.28867438,8.50116211,2.34333333,2.101741,772075.79,18.87755102,-39.16449086,-36.85636856,2021-02-19
NRGD,Miscellaneous,,1.76211454,6.97,6311,498104,7.0797,6.93,7.21,6.71,3.96035242,0.2697,,,,,14.8173798,33.1105886,17.7436684,7.78350601,20.48617686,40.93,6.27,-4.0914264,40.93,6.27,-60.44860335,304.72,6.27,40.93,6.27,-68.0593904,304.72,6.27,1.87222857,28.9982646,2.6542858,652247,303046.5,170315.53333333,133824.2,,-0.3999,-5.64838486,-0.3999,-5.64838486,-0.3999,-5.64838486,-0.27,-3.88489209,-0.3999,-5.64838486,0.1497,2.16017316,United States,,,NYSE ARCA,10.12031852,24.56637571,Investment Trusts/Mutual Funds,-8.6103,-81.40835084,,,-0.2697,-3.80948345,6.81,6.81,6.81,6.81,390,0.119,1.74743025,0.129,1.89705882,6.929,-0.14684288,6.8,6.8,,,,,-45.24593968,,0.76718596,,9.26247,21.675209,16.73074,42.175734,21.76137667,7.68794,24.385928,7.45156483,16.31206857,12.24750911,6.9999,10.66713741,3526426.8888,-30.9297561,-81.375876,-85.47420125,
FUSN,Health Technology,22394570.6664,1.76,,,9573,12.39,12.72,12.7767,12.3,-0.88,-0.11,516982662,,,40,12.77830972,,12.75353631,12.61652403,12.83258944,13.89,12.2,0.23668022,13.89,11.5,-4.39814815,19,11.5,19,11.5,,19,11.5,0.67686429,20.50427457,0.63599489,21535,22904.03333333,34818.03333333,49321.36666667,-0.104,0.09,0.73170732,0.01,0.08077544,0.09,0.73170732,-0.06,-0.48192771,0.09,0.73170732,-0.33,-2.59433962,Canada,209031000,,NASDAQ,12.74581948,13.30952663,Pharmaceuticals: Major,-1.29,0.97799511,,,,,,,,,,,,,,,,,,,1.63569,,,-6.91209617,2020-11-10,0.41347229,0,12.818,13.0794,12.926,,12.74466667,12.682,12.5258,3.87560976,5.31685417,5.80324976,12.4889,13.10727078,118609.47,-4.02788536,,,2021-03-03
